tour_id,title,overview
5772,광교호수공원 프라이부르크전망대,
5773,광교산,
5774,광교호수공원,"
                    광교저수지에 조성한 '광교호수공원'은 수원시 영통구 하동 일원에 소재한 원천저수지와 신대저수지를 아우르는 광범위한 호수공원이다.
                "
5775,광릉돌솥밥,
5777,광명동굴,
5778,광명문화원,"
                    광명문화원에서는 우리의 고유문화와 현대의 문화를 창조적으로 조화시켜 각종 문화사업을 통해 문화의 개발과 활성시킴
                "
5779,광명새마을시장,
5780,광명업사이클아트센터/광명시청,
5781,광명전통시장,
5782,서울특별시 상수도사업본부,
5783,광양참숯불구이,
5784,광이원,
5785,곤지암도자공원,
5788,광주문화원,
5789,광주본갈비,
5790,광주향교,"
                    [시도유형문화재 9호] 향교란 공자를 비롯한 여러 성현께 제사지내고, 지방 백성들의 교육과 교화를 담당했던 국립교육기관을 가리킨다. 광주향교는 원래 조선 태조 7년(1398) 서석산 장원봉 아래 지었으나 호랑이로 인한 피해가 심해 성 안으로 옮겼다가, 홍수로 다시 현 위치로 옮겼다고 한다.
                "
5792,교동장독대마을,"
                    한탄강, 지장산 등 수려한 자연경관과 조화를 이룬 전형적인 농촌마을!.
                "
5793,교보문고 분당점,"
                    '꿈을 키우는 세상'이라는 슬로건으로 문화공간을 창출하는 대형서점
                "
5794,고인돌산림욕장,
5795,교하정,
5796,교하향교,
5798,구름발치펜션,
5799,구름에달가듯이,
5800,구리 농수산물도매시장 수산물동,
5802,명빈묘,"
                    1991년 10월25일 사적으로 지정, 조선조 제3대 태종의 후궁인 명빈(明嬪) 김씨의 묘
                "
5803,구리시자원회수시설,
5804,구리문화원,"
                    전쟁역사와 흥망성쇠의 무상을 느낄 수 있으며 다양한 문화를 접하실 수 있는 고장
                "
5805,구리한강시민공원,"
                    매년 9월이 되면 코스모스 만발한 아름다운 한강 둔치에서 구리 코스모스 축제가 개최
                "
5806,구리역공원,
5807,구리타워,"
                    하루 200톤의 생활폐기물을 소각·처리할 수 있는 친환경적인 소각시설인 구리시자원회수시설의 소각장 굴뚝을 이용하여 만든 전망대
                "
5808,낙조전망대,
5809,구산성지,"
                    한국성인 103위성인 중 71번째 나오는 김성우 안토니오 성인을 비롯하여 박해시대에 많은 순교자가 탄생한 유..
                "
5810,구삼뮤지엄,"
                    인물에 관한 자료와 작품 2000여점을 보유한 국내 최초 인물미술관
                "
5812,구이영 뼈대있는가문,
5813,구하우스,"
                    아트&디자인 컬렉션 뮤지엄
                "
5814,국녕사,
5815,국립산음자연휴양림,"
                    낙엽송, 잣나무 숲과 참나무, 층층나무, 단풍 나무등 원시림으로서 산림이 울창하고 맑은 계곡과 다양한 동/식물이 살아 숨쉬고 있는 자연그대로의 국립자연휴양림
                "
5816,국립운악산자연휴양림,"
                    수려한 운악산과 어울려 아름답게 자리하고 있는 곳
                "
5817,국립유명산자연휴양림,"
                    시원한 청평댐을 지나 청평호수를 끼고 달리는 길은 드라이브 코스로는 최적이며, 설악면 소재지에서 부터 자연휴양림까지의 길은 고향길 정취를 맛볼 수 있는 곳
                "
5818,국립과천과학관,"
                    국립 과학 전시관
                "
5819,국립수목원 국립산림박물관,
5820,광릉숲,
5821,국립양평치유의숲,
5822,국립여성사전시관,"
                    여성 역사를 다루는 전문전시 문화공간
                "
5823,국립현대미술관 과천관,"
                    문화예술 향수 기회를 확대하고 순수미술 발전을 진작시키기위해 설립된 국가기관
                "
5824,국망봉자연휴양림,"
                    산림청에서 인정한 자연적인 주변경관이 으뜸인 자연휴양림
별에서 온 그대등(얼음낚시) 드라마 촬영지로 유명한 장암저수지가 있는
시원한 계곡에서 물놀이가 가능하다.
                "
5825,국보삼계탕 본점,"
                    맛으로 승부한다! 여름철 건강 별미 삼계탕의 진한 육수맛이 침샘을 자극하는 곳, 믿을 수 있는 재료들과 깨끗하게 손질한 재료로 정성을 들여 만들어제공합니다. 머무는 시간을 보다 즐겁고 편안하게 만들어 드립니다.
                "
5826,국사암,
5827,국청사,"
                    대한불교 조계종 국청사절
                "
5828,국화도,"
                    작지만 시리도록 아름다운 들국화의 섬
                "
5829,두루미테마파크,
5831,군포문화원,
5832,군포문화예술회관,"
                    다양한 장르의 공연 유치 및 문화예술 강좌 운영과 전시장, 오케스트라, 합창, 무용연습실 등의 시설을 갖추어 언제나 최과의 작품을 공연할 수 있는 우수한 공연장
                "
5833,군포식당,
5834,군포역전시장,
5835,궁중순대국,
5836,궁평리해수욕장,
5837,궁평항,
5838,궁평항수산물직판장,
5839,궈쉐이,
5840,권관마을,"
                    각종 레져 및 마을체험 제공
                "
5841,권율장군묘,"
                    조선중기 문신이며 명장인 만취당 권율장군 묘
                "
5842,궐리사,"
                    ◈ 오산의 궐리사는 노성의 궐리사와 함께 우리나라 제 2대 궐리사중 하나로서 1792년 정조(16)에 창건..
                "
5843,귀래정,"
                    돌아와서 머무를만큼 수육의 깔끔한 맛을 자랑하는 곳
                "
5844,귀목봉,"
                    높이 1,036m의 귀목봉은 청계산과 명지산의 중간에 있는 봉우리로 경기도 가평군 북면 적목리 소재
                "
5845,그랜드모텔,
5846,호텔그램,
5847,그리움카페,
5848,그린캠프유스호스텔,
5849,그린 토피아,
5850,그린 토피아,
5851,제부도그린펜션,
5852,그린하이츠모텔,
5853,그린힐펜션,
5854,극락사,
5855,글렌로스골프클럽,"
                    1999년 에버랜드 단지주변 개장, 삼성에버랜드 운영
                "
5856,카페글린공원 1호점,
5857,금강정사,"
                    대한불교 조계종 금강정사절
                "
5858,금광관광농원,
5859,금광산성,"
                    금광산 정상부 7~9부 능선을 따라서 축조된 퇴뫼식 산성이다
                "
5860,금광저수지,
5861,금남멧돼지,"
                    남양주 종합촬영소 근처에 위치한 가게 앞 마당 잔디에서 평상과 돗자리를 펴고 고기를 구워 먹을 수 있는 멧돼지 숯불구이 전문점입니다
                "
5862,금성침대 독산점,
5863,금정사,
5864,금주산,"
                    산기슭에 금룡사와 청학동계곡등 있고 산세가 아담한 산.
                "
5865,까사펜션,
5867,금촌화로구이,
5868,기아자동차 소하리공장,
5869,기아자동차 화성공장,
5870,기와집순두부 서초점,
5872,기천서원,"
                    조선 중종에서 효종까지의 명현인 모재 김안국, 회재 이언적, 치재 홍인우, 오리 이원익, 수몽 정염, 택당 이식, 나재 홍명구, 기천 홍명하 등 여덟 분의 위패가 봉안된 서원
                "
5873,기형도문학관,
5874,기흥맛깔촌,
5875,길림성,
5876,길목집,
5877,길조,
5878,소풍가는길펜션,
5879,김경자대구왕뽈찜 상암점,
5883,대명항대명포구,"
                    경기도 김포시 대곶면 대명리에 있는 김포시 유일의 포구다. 규모는 작지만 어시장과 어판장에서 꽃게ㆍ대하ㆍ망둑어ㆍ주꾸미ㆍ농어ㆍ숭어 등을 비롯해 다양한 횟감을 저렴한 가격에 구입할 수 있다.
                "
5884,덕포진,"
                    조선시대 진영으로, 이곳은 서울로 통하는 바닷길의 중요한 전략적 요충지대였던 곳
                "
5885,김포 문수산성,"
                    사적 제139호로서 조선19대 숙종20년(1694)에 바다로 들어오는 외적을 막고 강화도 방어를 위해 쌓은 성
                "
5887,수안산성,"
                    수안산은 대곶면의 주산
                "
5888,김포아트빌리지,
5890,김포평화문화관,"
                    남과 북을 연결해놓은 전생역사 체험공간
                "
5891,김포조각공원,
5892,김포시 독립운동기념관,
5893,신김포농협 로컬푸드,
5894,김포문화원,
5897,김포아트홀,
5898,김포파주인삼농협 인삼쌀맥주갤러리,
5900,김포 한강야생조류생태공원,
5901,김포함상공원,"
                    김포함상공원은 52년 바다를 지켜오다 2006년 12월 퇴역한 상륙함(LST)을 활용하여 조성된 수도권 유일의 함상공원으로써 다양한 볼거리 제공 및 함상 체험 등 독특한 경험을 할 수 있는 공간입니다.
                "
5902,김포향교,"
                    문화재 자료 제 29호로서 고려인종 5년(1127) 3월에 창건하였으며 공자 및 맹자, 순자, 증자, 자사의 5성과 정자, 주자의 송조2현 및 우리나라의 맹현 18위의 위패를 모셨다
                "
5906,꿈엔들백합칼국수,"
                    물왕저수지에 위치한 백합칼국수전문점.
#데이트코스 #해물파전 #샤브샤브
                "
5907,꿈이익는농장펜션,
5908,끈과끈사이,
5909,나고야탄탄면,
5910,나귀당귀,"
                    * 2018년 8/17일자 스포츠 조선에도 소개되었습니다.안녕하세요, 저희 매장을 찾아주셔서 감사합니다.옛부터 나귀고기는 본초강목에 기록되어있듯 음기와 양기를 동시에 보태주고 보양과 보혈작용을 동시에 할 수 있는 유일한 약재로, 남녀노소 가리지않고 모두에게 좋은 재료입니다.저희 매장은 정성들여 건강하게 길러낸 국산 당나귀를 손수 정성껏 손질하여 고객님들께 맛보입니다.순수한 국산 당나귀와 정성껏 골라내고 다듬은 재료들은 저희가 유일하게 내세우는 고집이고 뚝심입니다.매일 드시는 분들의 건강과 가족을 생각하며 정성껏 조리하고 준비합니다.저희 매장을 찾아주신 모든 분께 건강과 행복이 함께하기를 바랍니다.감사합니다.
                "
5911,나루깨,
5912,생태나루,
5914,나리농원,
5915,나만갑선생신도비,"
                    ◈ 신도비란 종2품 이상의 관원의 묘가 있는 근처 길가에 세우는 비석으로 정3품 당상관(堂上官) 이상의 벼슬..
                "
5916,나무호텔,
5917,나무아래오후,
5918,하센나비야호텔,
5919,데이나이스호텔 대천지점,
5920,이화원,"
                    한국과 브라질수도 50주년 기념관과 인류가 추구하는 최고의 가치관을 표현한 화(和)를 화두로 조성된 자연생태테마파크
                "
5921,나폴레옹갤러리,
5922,나혜석거리,
5923,낙원역사공원,"
                    문화재와 주민들의 문화휴식공간으로 대한제국말에 조성된 공원
                "
5924,날마다잔치,
5925,남도토종돼지갈비,
5926,남송미술관,"
                    가평 명지산과 연인산 청정 계곡의 자락에 위치하여 전원의 아름다운 풍경과 다양한 문화의 소재와 예술을 감상할 수 있는 종합 문화예술 전시 공간
                "
5927,남양성모성지,"
                    병인년(1866년) 대박해 때 많은 순교지들이 피 흘리며 죽어간 무명 순교지, 한국 천주교회 사상 처음으로 성모 순례지로 공식 선포됨.
                "
5928,남양옛날불낙지,
5930,팔당역 (폐역),"
                    2006년 12월 4일 등록문화재 제295호로 지정
                "
5932,어린이비전센터,"
                    사계절썰매장 운영
                "
5934,남양주문화원,"
                    지역의 고유문화의 계발, 보존 및 전승을 하고자 건설한 곳
                "
5935,남양주시립박물관,
5936,남양향교,"
                    ◈ 경기도 화성시 남양동(南陽洞)에 있는 조선시대의 향교. 1983년 9월 19일 경기도문화재자료 제34호로..
                "
5938,풍경닭갈비,
5939,남이섬모텔,
5940,남이장군묘소,"
                    조선 초기 무신인 충무공 남이장군의 묘, 시도기념물 제13호
                "
5941,남한산성 전통음식마을,
5943,광주시문화스포츠센터 남한산성아트홀 대공연장,
5944,내동마을연꽃단지,
5945,내원암,"
                    대한불교 조계종 내원암절
                "
5946,내일의기적소리,
5947,너리굴문화마을,"
                    자연과 문화 안에서 체험할 수 있는 마을
                "
5948,노강서원,"
                    노강서원은 조선조 숙종때의 문신 문열공 박태보를 모신 사당
                "
5949,노성산,"
                    경기도 이천시 설성면과 안성시 일죽면의 경계를 이루는 해발 310m의 나즈막한 야산.
                "
5950,노송지대,
5951,노작홍사용문학관,
5952,노적봉폭포공원,"
                    수려한 경치와 인공폭포를 자랑하는 노적봉에서 휴식을 취할수 있는 공원
                "
5953,노적사,
5954,녹수계곡,"
                    커다란 나무들이 주위에 가득하고 청우산과 맑은 조종천을 안고 있는 계곡
                "
5955,녹천모텔,
5956,토탄농경유물전시관,
5957,농군의집,"
                    저희 농군의집은 매일매일 신선한 재료를 준비하여 직접 재배한 야채를 사용하고 엄선한 식자재 유통업체와 협약하여 운영 중입니다. 30명 이상의 단체석이 완비되어있으며, 아이들이 뛰어놀기 좋은 환경이 준비되어있습니다. 피자, 파스타, 스테이크, 샐러드 등 특급호텔 경력 셰프의 요리의 연출을 보실 수가 있습니다.
                "
5958,농심 안양공장,
5959,뇌조리국수집 원당점,
5960,누리천문대,
5961,누에섬 등대전망대,"
                    어선안전과 어촌관광 도모를 위해 건립되어진 전망대
                "
5963,뉴질랜드전투기념비,"
                    한국참전 당시 질랜드군 참전을 기념하기 위해 세운 기념비
                "
5964,느티나무갈비,"
                    전통 이동갈비의 맛, 운치있는 전통 갈비집.
                "
5965,늘봄공인중개사사무소,
5966,능골공원,
5967,다도박물관,"
                    손민영 원장이 평생 수집한 다도구류 3,000여점을 전시한 사립 다도박물관
                "
5968,다래산장펜션,
5969,다래와흑돈,"
                    안녕하세요. 평택 포승에 위치한 지리산 흑돼지 전문점입니다.저희 업소에는 참슻불로 구워 고기 잡내가 없으며, 육질이 부드럽고 쫄깃한 식감으로 최고의 맛을 느낄수 있는 고깃집입니다.깨끗한 인테리어, 쾌적한 공간, 단체모임, 가족모임, 회식장소로 인기가 좋습니다. 많이 찿아 주세요.감사합니다.
                "
5970,다믈촌,
5971,다바르학원,
5972,다산생태공원 연꽃단지,
5973,정약용유적지,
5974,다이노스타,"
                    국내최초 체험형 공룡테마파크
                "
5975,다하누 인천송도점,"
                    산지직송 정육 도매센터
                "
5976,단골숯불갈비,
5977,단국대학교 석주선기념박물관,"
                    고고, 역사학 분야와 민속, 복식학 분야를 망라한 종합 박물관
                "
5978,단궁아트빌라,
5979,성남남한산성닭죽촌,
5980,단원미술관,
5981,단원한정식,
5982,달빛이머무는집,
5983,담다헌,"
                    즐기고 배울것이 많은 곳, 떡 체험교육관
                "
5984,담소원,
5985,당너머,
5987,대가식당,
5988,대가농원,"
                    건강하고 싱싱한 유기농산물을 재배생산 하는 곳으로 주말농장 운영
                "
5989,대광사,
5990,대교 트라움벨트,
5991,대교여울목,"
                    다양한 매운탕들이 있고 매운탕을 잘 못드시는 분들은참게장백반 주문도 가능합니다.매운탕을 거의 다 드시면 수제비도 넣어주는데 그것또한 최고의 별미이다.
                "
5992,대궐산장,
5993,대금산,"
                    가평군 가평읍 두밀리와 하면 현리쪽으로 능선을 이루고 있으며 높이 704m의 산으로 옛날에 금광이 발견된 후 유명해졌기 때문에 대금산이라 불리고 있다.
                "
5994,대나무통와인생삼겹,
5995,대동법시행기념비,"
                    대동법의 실시를 알리기 위해 세운 비
                "
5996,대동아찜,
5997,대명항수산물직판장,
5998,대법사,
5999,대복복집,"
                    포천시 소재, 복 전문점, 건강보양식 등.
                "
6000,대부도,
6001,대부도 방아머리먹거리타운,
6002,종현어촌체험마을,"
                    수도권 제1의 농어촌 체험을 동시에 할수 있는 체험마을
                "
6003,대부도펜션시티,
6004,대부 바다향기테마파크,"
                    넓은 면적이 오로지 튤립 꽃밭으로 조성돼 있어 더 없이 화사한 테마파크
                "
6005,대부산,"
                    경기도 가평군 설악면과 양평군 옥천면 경계에 있는 산으로 높이는 822m이다.
"
6007,대성리국민관광유원지,
6008,대성리맷돌손두부,
6009,대성사,"
                    대한불교 조계종 대성사절
                "
6010,대안미술공간 소나무,"
                    갤러리와 작업실, 소나무미술학교가 함께 운영되는 복합미술공간
                "
6011,대왕대구탕,
6012,대원공원,
6013,대원사,
6014,대자골토속음식,"
                    경기도 고양 지역의 대표 토속음식 미꾸라지 텔레기 전문업소
                "
6015,대장금,
6016,대청마루,
6017,대포서원,"
                    향토유적 제1호건물은 좌측에 현대식 강당 그 후면으로 3문과 사당이 있다. 사당은 원주를 세워 결구한 팔작지붕의 익공 건물로서 정문 8.3m, 측면 3.7m 규모이며 1986년 3월 3일 향토유적 제1호로 지정되었다.
                "
6018,129기대한민국특전사동지회,
6019,대한민국부대찌개 본점,
6021,더레스토랑,
6023,아프리카예술박물관,
6024,더 플레이스포맨,
6025,더그림,
6026,더늘봄,
6027,더블렌드,
6028,W모텔,
6029,더티트렁크,
6030,덕봉서원,"
                    조선 숙종 때의 문신인 충정공 오두인(吳斗寅) 선생의 덕망을 추모하기 위해 1695(숙종 21)년 창건된 서원
                "
6031,서원갈비,
6032,덕이동로데오거리 패션아울렛,
6033,파주덕진산성,"
                    임진강 유역의 남한에 위치하고 있는 유일한 백제의 평지토성
                "
6034,덕평공룡수목원,
6035,덕평자연휴게소 강릉방향,
6036,덕포진교육박물관,"
                    초등학교 교사를 지냈던 김동선 선생님이 설립한 사립박물관
                "
6037,도당근린공원 백만송이장미원,"
                    도당공원 또는 도당장미공원으로 불리는 시민들의 사계절 휴식공간
                "
6039,도라산평화공원,
