tour_id,title,overview
16682,한국수자원공사 합천댐물문화관,"
                    경남 합천군 대병면 회양리에 위치해져 있는 합천댐 물 문화관은 k-water(한국수자원공사)에서 우리 주변에서 자주 접하는 물의 소중함과 지구상의 물부족의 심각성을 알리며 소중한 물에 대한 모든 정보와 합천 다목적댐의 시설현황과 기능에 대하여 아주 쉽고 재미있게 소개해 주기 위하여 설립하였다.
                "
16683,합천도서관,"
                    다양한 평생학습프로그램 및 정보를 수집하고 제공하고 있는 평생학습 정보센터
                "
16684,합천명품돼지,
16685,합천명품흑돼지,"
                    해인사맛집, 가야산의 정기와해인사의정취를 먹음고 자란 토종흑돼지, 영양가높은 산채정식,한정식 지금은 웰빙시대 멋진해인사도구경하시고 맛있는 합천명품흑돼지도 느껴보세요.
                "
16686,합천문화원,
16687,합천박물관,"
                    합천의 전통문화와 옛 유물들이 전시 되어 있는 합천 박물관
                "
16688,합천읍내순한우,
16689,합천자연학교,
16690,합천향교,
16691,합천호,
16692,합천호영농조합법인,"
                    안녕하십니까.우리 합천호관광농원을 찾아 이용하고 아껴주신 분과이 사이트를 방문하신 분께 진심으로 감사드립니다.전체 면적의 70% 이상이 산지로 구성된 합천은 전국 어느 시군에 견주어도손색이 없는 가야산, 황매산과 같은 명산들이 많아 주말이면 등산객이 끊이질 않고그 명산 속에 자리한 법보종찰 해인사, 대야성터, 임란창의기념관 등에서우리 조상의 충의(忠義) 사상을 배울 수 있습니다.다양한 관광지와 자연학습장들이 손과 발끝에 닿고 있으며, 모든 시설물이 우리 몸에 좋은원적외선과 미네랄이 다량 흡수, 저장된 황토와 자연석으로 만들어져 있습니다.수련활동, 테마여행, 기업연수, M.T/O.T, 수학 및 졸업여행, 야유회, 동창회, 칠순잔치 등여러 가지 행사를 할 수 있는 시설이 완비되어 있습니다.어떠한 행사라도 성심껏 준비하겠습니다.감사합니다.
                "
16693,합천호별바라기펜션,"
                    안녕하세요. 저희 합천별바라기펜션을 찾아주셔서 감사합니다. 합천호가 한눈에 보이는 전망좋은 곳에 위치하고 있습니다. 국내최고의 독립형 펜션으로 사랑하는 연인과 친구, 가족과 함께 멋진 추억을 만들고 가세요.<펜션정보>1700평 넓은부지에 6동 독립형 별장식구조.해발 400미터에 위치하여 탁트인 전망.넓은 수영장, 족구장, 배드민턴장, 거실바로앞 바베큐장.큰별- 35평, 15~20명, 방2개, 화장실2개, 넓은 거실구조.파랑, 나무별 - 17평, 6~8명, 방1개, 화장실1개, 거실1개.보라, 노란별 - 15평, 4~6명, 방1개, 화장실1개, 거실1개.분홍별.17평.4-6명.방없는원룸형.화장실1개.거실1개
                "
16694,합천호스마일펜션,
16695,합천호한우숯불구이,
16696,새터식당,
16697,합천호토속회식당,
16698,토속합천황토한우프라자,
16699,교보핫트랙스 창원점,
16700,다담아해물뚝배기,
16701,스위트모텔,
16703,돌쇠항아리왕갈비,
16704,해간도펜션,
16705,해금강유람선,
16706,해금강테마박물관,
16707,해금강하우스,
16708,해녀김금단포장마차,
16709,해뜨는바다,"
                    안녕하세요. 장고항리의 넓은 바다가 보이는 곳! 싱싱한 회와 넉넉한 인심이 있는 그 곳! 해뜨는바다입니다. 저희 해뜨는바다는 손에 닿을 듯한 전망 좋은 바다와 산지 직송한 싱싱한 회와 매운탕을 맛 보실 수 있는 당진 최고의 맛집멋집입니다. 찾아주셔서 고객님의 피로도 회복하시고 진정한 맛도 찾아주시기 바랍니다.
                "
16710,해뜨는아침,
16711,해림펜션,"
                    해림펜션은 천혜 자연의 명품섬 ""대이작도""에 위치하고 있으며 도시의 소음과 공해를 벗어나 자연과 더불어 힐링 할 수 있는 편안하고 아늑한 곳입니다.배산임수-뒤에는 산, 앞에는 바다, 지리적 조건이 좋은 곳 해림펜션의 객실은 대이작도 명소의 명칭을 빌어 부아산방,삼신할미방,송이산방,풀등방 그리고 최근 1박2일 출연진이 머물렀던 1박2일방 등 다채롭게 꾸며져 있습니다.사랑하는 가족,연인,지인들과 함께 멋진 추억여행을 간직하고 싶은 분들을 위해 출발할 때의 설레임이 헛되지 않게 해림펜션은 항상 정성과 열정을 갖고 초심을 잃지 않도록 최선을 다하겠습니다. 감사합니다.
                "
16712,해마원 오토캠핑장,
16713,해모로펜션,
16714,세종BMX경기장,
16715,신흥해바리마을,"
                    대방산을 뒤에 두고 천혜의 청정지역인 강진만을 앞으로 둔 산과 바다가 어우러진 마을
                "
16716,해변회집,
16717,해사랑전복마을,
16718,해석수학,
16719,해송회타운,
16720,꽃지해수욕장 멜로디펜션,
16721,해양식당,
16722,해오름펜션,
16723,해오름예술촌,"
                    폐교를 리모델링해 조성된 문화예술 창작공간
                "
16724,동강펜션해오름,
16725,해원횟집 답십리점,
16726,해은사,"
                    대한불교 조계종 해은사절
                "
16727,해인가든식당,
16728,해인사 삼성식당,
16729,해인사성보박물관,
16730,해인사,"
                    신라 제40대왕 애장왕 3년 의상대사의 법손인 순응과 이정이 창건한 이 절은 근엄하면서도 기품 있는 사찰의 면모는 병풍처럼 두른 가야산과 어우러져 더욱 아름답다.
                "
16731,해인사관광호텔 가람한정식,
16732,해저터널,"
                    일제시대 건설된 동양 최초 해저터널로 아픈과거를 간직한 곳이지만,현재는 북통영과 남통영을 오가는 주민들의 편의시설로 유용하게 사용되고있다.
                "
16733,해지름펜션,
16734,해평열녀사당,"
                    해평열녀의 성명이나 생몰연대는 알 수 없지만 사람들이 그가 살던 마을 이름을 따서 ‘해평열녀’라고 불러오고 ..
                "
16736,햇살가득펜션,
16737,햇살복집 남해점,"
                    남해군에서 선정한 남해모범음식점입니다.경상남도 남해군 삼동면 물건마을에서도 미조방향으로 도로변 위치해 바다전망을 감상하며 식사하실 수 있습니다. 천연기념물 150호인 방조어부림과 물건항구가 한눈에 들어옵니다. 맛에서 한번 시원함과 눈으로 시원함을 동시에 느껴보시기 바랍니다. 미리 예약을 하시면 더 편안하게 드실 수 있습니다.
                "
16738,행복가든,
16739,행복추풍령감자탕 평촌역점,"
                    따뜻한 세상, 행복한 사람들의 이야기! 가장 한국적인 대표음식 중의 하나인 감자탕&묵은지 전문점
                "
16741,향원식당,
16742,허굴산,
16743,형제파크모텔,
16744,혜광횟집,
16745,혜산서원,
16746,혜성식당,
16747,호구산군립공원,
16748,호국사,"
                    대한불교 조계종 호국사절
                "
16749,호밀호두,
16750,호박소계곡,
16751,호반그린공인중개사,
16754,호수애펜션,
16755,호암이병철생가,
16756,알마니호텔,
16759,호텔리베라거제,"
                    지역사회의 새로운 관광 인프라구축과 보다 나은 호텔문화를 창출하는 Leading Hotel로서 최적의 공간 창출과 고객 편의를 제공합니다.
                "
16760,호텔 여기어때 양산점,
16761,호텔인터내셔널,"
                    호텔,숙박 전문 업체
                "
16762,플렉스홈게스트하우스,
16763,홈포레스트 호텔,
16764,홍도복어,
16765,홍룡사,"
                    재단법인 선학원 사찰 
"
16766,홍룡폭포,
16767,홍류동계곡,"
                    가야산 국립공원에서 해인사입구까지의 4km 계곡
                "
16768,홍제사,
16769,홍천뚝배기,
16770,홍천뚝배기,
16772,홍포서원,
16773,화개장터정육점식당,
16774,화개천계곡,
16776,화림동계곡,
16777,화방사,"
                    대한불교 조계종 화방사절
                "
16778,화산서원,"
                    오성 대감으로 알려진 이항복(1556∼1618)의 덕을 추모하기 위해 세운 서원
                "
16779,화연보리밥,
16780,화왕산군립공원,"
                    진달래와 억새로 유명한 산, 화왕산군립공원
                "
16784,통도환타지아콘도&호텔,
16785,황계폭포,"
                    높이 12m, 폭포 6m로 3단의 낙차로 떨어지며 주변의 숲과 바위들이 조화를 이루는 곳
                "
16787,황금고디탕,
16788,모산재,
16789,황매산,
16790,황매산군립공원,"
                    1983년 11월 18일 군립 공원으로 지정된 황매산은 합천호의 푸른 물 속에 산자락을 담그고 있는 형상이 마치 호수에 떠있는 매화와 같다고 해서 수중매라 불리기도 한다. 황매산은 봄에는 진달래와 철쭉이 펼쳐진 끝없는 초원을 물들이고, 여름에는 시원한 계곡과 함께 하며, 가을에는 붉은 단풍과 억새로 온 산을 감싸고, 겨울에는 새하얀 눈과 바람으로 매서운 겨울 맛을 느끼게 하는 사계의 명산이다.
                "
16792,황산전통한옥마을,"
                    요수 신권 선생이 이곳에 은거하며 1540년 '구연재'를 세우고 후학들을 양성했던 이후로 거창 신씨의 집성촌 마을이 되었다.
                "
16795,황석산,
16796,황태마을 낙지이야기,
16797,황토통나무집민박,
16798,황토펜션민박,
16799,황포돛대노래비,
16800,황포해수욕장,"
                    황포마을에 소재, 백사장이 활대처럼 굽은 모양의 해변
                "
16801,서원유통 회원점,
16802,회원식당,
16803,회원현성지,
16804,횟집&밥집,
16805,효산서원,
16806,효진수산횟집,"
                    외포항에 위치한 대구요리 전문식당.
                "
16807,훌훌게스트하우스,
16808,돌고개 휴펜션,
16809,흙내음글램핑,
16811,흥남해수욕장,"
                    멀리 부산이 내다보이고 태평양에서 불어오는 바람이 잔파를 일으키는 낭만적인 해수욕장으로 샤워장과 화장실 등 편의시설이 갖추어져 있고 민박도 가능
                "
16813,흥부암,"
                    대한불교조계종 가락불교 성지
                "
16814,풍차마을히아신스펜션,
16815,힐모텔,
16817,힐링모텔,
16818,힘찬민물장어숯불구이,
16819,마산관광호텔,"
                    마산비치관광호텔, 비즈니스업무, 인터넷시설완비, 바다전망.
                "
16820,서울올림픽파크텔,
16821,123삼계탕,
16823,24시남양돼지국밥,
16824,315아트센터,
16825,3.3국밥,
16827,경남은행 창원컨벤션센터지점,"
                    국토의 균형발전과 지역경제 활성화를 위해 설립된 은행
                "
16828,커피레,
16831,앤까사펜션,"
                    통영에서 가장 아름다운 오션뷰펜션 통영가족펜션, 커플펜션 통영의 아름다움과 
함께하는 앤까사 펜션에 오시는 모든 고객님들이 자기 집처럼 안락하고 편안한 
시간을 보내길 바라는 마음으로 정성을 다해 모시겠습니다.
                "
16832,FH365펜션,
16833,GuestH,"
                    일반 가정집 형태의 GuestHouse
                "
16834,올인모텔,
16835,엔제리너스 통영점,"
                    천사를 모티브로 풍부한 커피맛과 편안하게 즐길 수 있는 공간을 제공하는 커피전문 브랜드
"
16836,제이모텔,
16837,KBS 창원방송총국,
16838,모텔LA,
16840,M모텔,
16842,OK펜션,
16843,Q모텔,
16844,Q모텔,
16845,큐모텔,
16846,S모텔,
16848,브이모텔,
16849,VIP모텔,
16850,W모텔,
16873,착한가게치킨,
16891,정가네착한갈비,
16892,까페 지 (Cafe G),
16893,온모텔,
16894,샾모텔,
16895,가나안식당,
16896,가락청,
16897,가마소계곡,"
                    부안댐이 막히면서 상수원 보호구역으로 지정된 계곡
                "
16898,따라비오름,
16899,가야1파크,
16900,마옥논가운데집막국수,"
                    안녕하세요. 저희 마옥논가운데집막국수는 주문 즉시 반죽해서 직접 뽑는 메밀막국수로 40년 전통의 원조집입니다.진한 한방의 맛을 느낄수 있는 수육과 직접 밭에서 재배한 신선한 채소를 사용하여 어머니의 손맛을 느낄 수 있습니다. 최고의 맛과 가성비가 좋으며, 내방 고객에게는 메밀전 한장 서비스를 제공합니다.
                "
16903,가인김병로선생 생가터,
16904,수향3경 가족소풍마당,
16905,가족회관,
16906,간재선생유지,"
                    조선 후기의 성리학자 전우(1841∼1922)선생이 학문을 연구하던 곳
                "
16907,갈거계곡,"
                    운장산 정상으로 통하는 길이 약 7km의 깊은 계곡
                "
16908,수원갈비스토리,
