tour_id,title,overview
14002,연지,
14003,은파횟집,"
                    강문해수욕장내에 위치한 횟집입니다.
                "
14004,은해사,"
                    은해사는 조선 31본산,경북 5대 본산,현재는 대한불교조계종 제10교구 본사의 자리를 지키는 경북지방의 대표적 사찰이다.
                "
14005,응봉산,
14007,경덕왕릉,"
                    [경북기념물 제128호] 삼한시대의 부족국가였던 조문국의 경덕왕릉으로 추정되는 능
                "
14008,의성금성산고분군,
14009,의성만취당,"
                    조선 중종 선조때 사람인 김사원이 지은 건물로 부석사 무량수전과 더불어 국내에서 가장오래된 사가의 목조건물로..
                "
14010,사촌가로숲,
14011,사촌리향나무,
14012,사촌,
14013,산운생태공원,"
                    자연경관이 수려하고 옛 농촌의 모습을 그대로 간직하고 있는 산운마을에 생태관과 자연학습원을 조성하여 자연생태관찰과 전통문화를 체험하는 산교육장으로 활용하고 있다. 또한 이곳은 의성의 명산인 금성산과 신라시대 의상조사가 창건한 수정사로 가는 길목이기도 하다.
                "
14014,소계당,"
                    소계당은 남정기의 손자 남만회가 이 집에서 많은 제자들을 강학하던 곳이다.
                "
14015,월소리소나무,
14017,조문국박물관,
14018,의성조문국박물관 고분전시관,
14019,탑리오층석탑,"
                    통일신라시대의 5층 석탑. 국보  제77호.
                "
14020,탑산약수온천,
14021,의성김씨학봉종택,"
                    조선 선조 때의 명신이며 학자인 학봉 김성일 선생의 유물을 보관한 곳인 운장각은 선생께서 남기신 서적·물품·..
                "
14023,의성문화원,
14024,문화체육회관 실내골프연습장,
14026,의성식당,
14029,의성향교,"
                    고전에 의하면 약 1200여년 전부터 향교가 있었던 것으로 추정되며, 조선조 9대왕 성종 때, 현령 이종준이..
                "
14030,의흥향교,
14031,이너스호텔,
14033,이상복경주빵찰보리빵 본점,
14035,이조영양탕아구찜,
14036,이풍녀구로쌈밥,"
                    어머니 손 맛 같은 음식맛으로 손님께 정성을 다하는 구로쌈밥집
                "
14037,인각사,"
                    대한불교 조계종 인각사절
                "
14038,인동향교,"
                    이 건물은 고려말에서 조선 초기에 지은 것으로 여겨지는 인동향교이다. 임진왜란 때 불타버린 후 선조(宣祖) ..
                "
14039,인량전통테마마을,
14040,인량전통테마마을,
14041,인문힐링센터여명,
14042,인삼박물관,
14044,경주인왕동사지,"
                    신라의 장군이며 외교가였던 김인문이 중국 당나라 감옥에 갖혀 있을 때, 그의 안녕을 빌기 위해 신라 사람들이 세운 절
                "
14045,일성경주보문리조트,"
                    자연의 아름다움과 여유로운 휴식을 느낄수 있는 일성리조트
                "
14046,일월산,"
                    일월산은 경북 영양군 일월면 용화리, 청기면 당리 위치한 해발 1,218m의 산으로 산세가 공중에 우뚝 솟아 웅장하고 거대하며, 산정은 평평하고 급하지 않으며 동쪽으로 동해가 바라보이고 해와 달이 솟는 것을 먼저 바라본다 하여 일월산이라고 부른다.
                "
14047,일직식당,"
                    안동의 맛을 느낄수있는 고등어구이 전문점
                "
14050,일품장수갈비,
14051,임고서원,"
                    위기에 처한 나라의 국운을 바로 세우고자 죽음으로서 절의를 지킨 시대의 충신 '정몽주 선생'의 충절을 기리기 위해 건립한 서원
                "
14052,임정사,"
                    대한불교 태고종 임정사절
                "
14053,임하댐구장,
14055,임호서원,
14056,잉카마야박물관캠핑장,
14057,자계서원,
14059,더자라모텔,"
                    무인모텔
                "
14060,자비선사,
14061,자연묵집,"
                    자연은 담은 건강한 밥상으로 건강식전문점
                "
14062,자연 생태마을어린이집,
14063,자연식당,
14065,자인향교,
14066,자하성,
14067,손소행(손으로 만든 작은행복),
