tour_id,title,overview
8263,국립천관산자연휴양림 낙엽송동,
8264,낙천회관,
8265,김삿갓문학관,"
                    난고 김병연의 생애와 발자취를 쫓아 일생을 바친 정암 박영국선생의 김삿갓 연구자료가 전시되어 있다.
                "
8268,날마다좋은집,
8269,남경식당,
8270,남노일강변유원지,"
                    맑고 푸른 강물이 길게 이어지는 곳으로 깨끗한 물에서 자란 다슬기가 많이 서식하고, 어족자원도 풍부해 낚시를 즐길 수 있는 유원지
                "
8271,남대천,"
                    대관령과 삽당령에서 시작된 물줄기가 성산면 오봉에서 합쳐져 강릉시를 지나 동해로 들어가는 강
                "
8272,남대천,
8273,삼남매,
8274,별빛남문시장,
8275,춘천시립남산도서관,"
                    2001년 5월 21일 강원도 춘천시 남산면 개관
                "
8276,남애어촌체험마을,"
                    해안에 즐비하게 놓여 진 바위섬과 맑고 깨끗한 바다가 어우러진 이국적이고 아름다운 마을
                "
8277,남애항,"
                    해돋이가 아름다운 강원도 3대 미항 중의 한 곳 남애항,이곳에서의 일출은 약 200M 정도 뻗어나간 방파제 위에서 볼 수 있다.
                "
8279,남이섬,"
                    사계절 자연의 아름다움과 운치를 간직한 곳, 메타세쿼이아길, 남녀노소, 내외국인 모두에게 아름다운 추억을 만들어 주는 신비로운 곳입니다.
                "
8280,남이섬 노래박물관,
8282,남전계곡,
8283,남전약수,"
                    44번국도 남면 남전리에 위치해 있는 남전약수터 일대는 예로부터 쪽밭골로 불려왔는데, 근처에 쪽풀이 많이 자라난다고 하여 붙여진 이름이다.남전약수터의 물은 철분을 다량 함유하고 있어, 배탈 치료에 효과적이다. 이러한 사실이 널리 알려지면서, 4계절 내내 많은 사람들의 발길을 끄는 관광지로 발전되었다. 남전약수에 설탕과 같은 감미료를 섞어 마시면 시중에서 판매하는 청량음료와 같은 맛을 볼 수 있다. 위장병 예방에도 효과적이다. 약수터 식당에서는 약수로 지은 약수밥과 각종 무공해 산나물을 맛볼 수 있다.
                "
8284,남촌막국수,
8285,남항진해변,"
                    강릉시에서 동쪽으로 6km거리에 있는 남항진 해변
                "
8286,납작식당,
8287,낭천산림욕장,"
                    화천 시가지를 조망할 수있는 절산을 이용하여 등산로, 팔각정, 평상, 이정표 등과 산림자원등 학습자료 시설들을 설치하여 가족및 연인들이 함께 산림욕을 즐길 수있는 산 교육장이다. 화천읍 칠성루와 더불어 화천읍 시가지를 한눈에 조망 할수 있는 산림욕장으로 산림욕을 즐기면서 등반을 겸할수 있을 뿐만 아니라 화천읍내에서 불가 5분거리에 위치하고 있어 이동하는데도 수월하여 경로자 및 심신허약자, 어린이에게 부담없는 곳이다.
                "
8288,내대막국수,
8289,내리계곡,"
                    영월의 대표적인 계곡관광지인 내리계곡은 경북 구룡산에서 흘러내리는 물과 강원도 선달산의 전나무 숲에서 솟아나오는 물이 합류하여 계곡을 이루고 있으며 기개가 웅장하면서 소박한 맛을 느낄 수 있는 가족휴양지이다.울창한 숲 사이로 수정과 같은 맑은 계곡 물이 흐르고 있으며 봄철에는 계곡 주위의 암석 사이를 붉게 물들이는 철쭉꽃이 장관을이루며 깔딱메기 등 고기가 많아서 낚시꾼들이 즐겨 찾는 곳으로 특히, 여름철에는 전국에서 모여드는 피서객들로 붐비는 곳이다.현재는 자연휴식지로 지정되어 있음에 따라 일반인들의 출입이 통제되고 있는 곳으로 내리 산촌개발이 완료되면 일반인들의 출입이 가능하다.
                "
8291,내설악백공미술관,"
                    1960년대부터 한국 근대미술작품을 수집하여 온 법학박사 정상림 선생의 사회나눔 정신아래 2011년 첫 개관을 하였고, 이후 한국 근현대 미술을 소개하는 다양한 자리를 마련한 미술관.
                "
8293,내심적계곡,
8294,내평계곡,"
                    산과 계곡, 그리고 동해를 동시에 즐길 수 있는 곳
                "
8295,너른바위펜션,"
                    홍천, 계곡 바로 앞, 실내수영장 구비, 가족, 커플, 단체, 바베큐 파티.
                "
8296,너와집백합샤브샤브 삼성점,
8297,너울가지어린이집,
8298,네덜란드꿩만두 본점,
8299,노다지중국마사지,
8300,노동서원,"
                    최변의 영정을 모신 곳
                "
8301,노봉해변,"
                    망상해변과 백사장이 연결되어 있는 노봉해변은 모래가 곱고 수온이 적당하며 수심이 얕아 가족단위의 피서지로 적합해 관광객들이 많이 찾는 곳
                "
8302,노블모텔,
8303,노스텔지아펜션,"
                    레포츠 전문, 래프팅, 서바이벌, 카트, 산악바이크 등 안내.
                "
8304,노인봉,
8305,노추산 기점,
8306,녹원숯불갈비,
8307,농가정육점,
8309,농부가할인마트,
8310,농촌식당,
8311,농촌,"
                    강원도 관광지정 식당으로 지정된 농촌한정식은 강릉시 임당동에 자리잡고 있다. 청정바다에서 잡아올린 갖가지 해산물과 다양한 요리등을 즐길 수 있고 오죽헌, 경포해수욕장이 인근 거리에 있어 다양한 관광거리를 즐길 수 있다.
                "
8312,뇌운계곡,"
                    뇌운계곡은 평창강 줄기가 S자로 굽이 돌면서 흐르는 폭이 넓은 골짜기로 수량이 풍부하고 시원하다. 또한 곳곳에 모래밭과 조약돌이 깔려 있어야영하면서 물놀이를 즐기기에 알맞다.드문드문 깎아지른 듯한 절벽과 강이 어우러져 풍광 또한 뛰어나다.골이 깊고 물이 맑아서 아이들과 함께 휴가를 즐기기에 더할 나위 없이 좋다.강이 넓어 천렵을 하기에도좋아, 낚시하는 모습도 종종 눈에 띄며, 물속에는 다슬기가 많이 있어 줍는 재미도 쏠쏠하다. 물가에는 야영을 할 수 있는 곳도 곳곳에 있어 좋다. 비포장도로를 따라 굽이굽이 계곡을 들어가다 보면 강과 계곡이 만나는 지점에 수시로 소와 바위가 나타난다. 그 밑으로는 청정담수가 강바닥을 드러내고 쏘가리 · 꺽지 · 메기 등 토종 민물고기가 노는 모습도 볼 수 있다.
                "
8313,눈밥,"
                    대명비발디파크 바로 앞에 위치한 보드복이 예쁜 렌탈샵.
                "
8314,뉴동해관광호텔,"
                    최고의 서비스, 최고의 맛, 최고의 청결을 영업모토로 1990년 개관한 뉴동해관광호텔은 고속버스, 직행버스 터미널에 인접해 있고, 시내 중심에 위치하여 교통이 편리하며 저렴한 요금과 최대의 서비스를 제공 받을 수 있다. 해오름의 고장으로 유명한 동해시의 풍부한 자연환경과 망상해수욕장을 비롯한 무릉계곡, 천곡동굴, 추암촛대바위 등 다양한 관광을 즐기실 수 있다.
                "
8315,뉴새말 토종순대국,
8317,뉴월드,
8318,느릅나무아래,
8319,늘봄공원,
8320,늘푸른펜션,
8321,늘푸른쌈밥,
8322,늘해랑감자탕,
8326,다래빌딩,
8327,다래막국수,
8328,다래모텔,
8329,별다래하우스,
8330,다물자연학교,"
                    계절학교, 1004년 설립, 서울특별시 양천구 목2동 소재
                "
8332,다연커피숍,
8335,다인펜션,"
                    바베큐 시설, 복층형펜션, 시설 소개 및 예약 상담 안내.
                "
8336,다정한식뷔페,
8337,단경골휴양지,"
                    98년부터는 종합캠프장을 운영하며, 주차장, 야영장, 급수대 등의 시설이 갖추어져 있어 이용하기에 편리하다. 주변에 안인해수욕장, 등명해수욕장, 통일공원, 송담서원 등이 위치하여 계곡과 바다, 문화재를 겸한 피서지로서 좋은 곳이다.
                "
8338,단양면옥,"
                    한계령과 설악산의 비경을 품고 있는 바닷가인 양양에서 맛보는 수육의 맛은 이채롭다. 기름을 제거한 후 삶은 수육은 다른 수육에 비해 맛이 매우 담백하다. 열두가지 재료를 8시간 우려낸 육수와 함께 먹는 막국수는 3대째 내려오는 단양면옥의 맛을 보여주는 대표음식이다. 가자미회 무침이 들어간 냉면은 잃어버린 입맛을 찾아준다.
                "
8340,장릉 단종역사관,
8341,단천식당,
8342,단풍산,"
                    단풍산(1,150m)은 함백산이 서쪽으로 뻗은 능선상의 백운산에서 서남쪽으로 가지를 쳐 매봉산을 일으키고 계속 서쪽으로 이어져 직동천과 옥동천에 막혀 더 나아가지 못하고 지맥을 다한 곳에 솟은 산이다. 남쪽은 절벽으로 이루어져 있어 조망이 매우 뛰어나고 아름다운 풍광을 간직한 산이다.
                "
