tour_id,title,comments,ratings,date
13124,독도등대,최고예요,5,2020.10.05
13124,독도등대,최고예요,5,2019.11.04
13124,독도등대,최고예요,5,2019.10.29
13124,독도등대,최고예요,5,2019.08.16
13124,독도등대,최고예요,5,2019.02.08
13124,독도등대,최고예요,5,2018.09.19
13124,독도등대,최고예요,5,2018.08.19
13125,독도박물관,"전형적인 한국식 박물 없는 박물관. 레플리카와 멀티미디어 컨텐츠만으로 채워져있어서 왜 무료입장인지 알 수 있었음. 솔직히 내용물만으로는 별점 3개 주고 싶었으나 삼성그룹이 사회환원 차원에서 지었다는 뜻밖의 사실에 +0.5, 독도에 조금이라도 관심이 있었다면 새로운 사실을 못해도 두세 개쯤은 배워갈 수 있을 것이라는 점에 +0.5 해서 별점 4개 드립니다. ...",4,2020.11.02
13125,독도박물관,잘 만들었어요~~!,5,2020.04.14
13125,독도박물관,최고예요,5,2020.01.20
13125,독도박물관,한국인이라면 한 번쯤 가볼만한 곳! 독도에 대해 전시해놓는 것들이 흥미롭고 짧은 영상도 볼 수 있게 마련된이 있습니다. 앉아서 관람하며 독도에 처음 살게 된 사람에 대해 알게 된 좋은 시간이었습니다. 무료니까 전망대 가시면 꼭 보세요!,4,2019.08.21
13125,독도박물관,"비가 너무 많이와서 실내로 돌아다니려고 찾았는데, 독도에 대해 많이 알 수 있었고 쾌적하고 관람하기 좋네요. 게다가 무료.",4,2019.06.07
13126,독도전망대케이블카,전망대 올라가는 길에 이거 없었다면 상상만 해도 끔찍,5,2020.11.02
13126,독도전망대케이블카,주차장진짜....,3,2020.09.18
13126,독도전망대케이블카,밑에서파는 것보다 천원 더 비쌌지만 호박식혜 젤 맛있던 곳입니다!,4,2020.08.24
13126,독도전망대케이블카,매표소까지 걸어올라가면 등산하는 기분을 얻으실 수 있습니다. 위에 전망은 좋지만 독도 보일날씨면 진짜 얼마나 좋아야할까요...ㅠㅠㅠ 오늘도 날씨가 좋은 편인데도 안보였어요ㅠㅠ ,4,2019.08.21
13126,독도전망대케이블카,높은 곳에서 보면 도동항이 한눈에 내려다 보임 해 지기전에 가서 해안가 전망까지 다소 걸어보는 걸 추천,4,2019.06.24
13126,독도전망대케이블카,케이블카 24일까지 점검이라네요 항구에선  22일까지 점검이라고 하던데 알아보고 가세요,5,2018.07.16
13126,독도전망대케이블카,울릉도 해안 전망대 *^^* 케이블카 타고 전망대에 올라 해안 전망대까지 왕복 30분거리 내려 갈때는 좋은데 올라올때 고통이 심함 ㅋ 그러나 고통의 값어치를 충분히만낀하였다.^^도동하믈 한 눈에 바라다보며 반대편 해안도 바라보고 인증 샷도 ㅋ 폼 좀 날려나? ㅎㅎㅎ 힐링 그 자체로다.*^^*,4,2016.11.30
13126,독도전망대케이블카,좋아요,4,2016.04.02
13126,독도전망대케이블카,물안개껴서 독도가 안 보이는 독도전망대에서 사 먹는 옛날 팥빙수,0,2013.08.07
13126,독도전망대케이블카,최고예요,5,2017.09.07
13127,독도해물탕 신림점,재료가 신선하고 요리 자체도 맛있게 해주셔서 만족하며 먹었습니다 신림역 근처에서 해물찜 먹고 싶은데 아는 데가 없어 검색해 갔는데 완전 성공 ! 자리가 전부 좌식이긴 한데 맛있으니까 괜찮았어욬ㅋㅋㅋㅋㅋㅋ,5,2019.11.25
13127,독도해물탕 신림점,난 당골입니다!,5,2019.09.15
13131,돌고래횟집,깔끔하고 친절한 집이네요,5,2017.04.03
13131,돌고래횟집,생연어라고 써있는데 아니에요. 연어 얼린건데 무슨 이유를 대며 살짝 얼린다고 하내요. 느끼하다며,1,2016.09.23
13131,돌고래횟집,"한 번 갔다왔느데, 만족합니다. 다음에 다시 한 번 들를께요...",5,2014.03.18
13133,돌할매,보통이에요,3,2020.10.14
13133,돌할매,옆에 마을회관 있는데 회관 어머니들 께서 관리도 잘하시고 오는관광객들 한테 친절하시고 정겹습니다,5,2020.03.26
13133,돌할매,최고예요,5,2019.11.12
13133,돌할매,신기방기 함 소원 들어주었습니다 ㅎㅎ,5,2018.11.02
13133,돌할매,좋아요,4,2016.05.10
13133,돌할매,소원을들어주세요,5,2016.04.06
13133,돌할매,최고예요,5,2016.03.24
13133,돌할매,가족과 함께~돌할매 공원  소원 빌고~2015년6월14일~~나의 생일날 멋진 추억~2015넌12월26일~~^^,0,2015.12.27
13133,돌할매,소원빌고 돌이 안들리면 이루어 진다는 돌할매,0,2014.08.11
13133,돌할매,하하..소원 빌러가라,0,2013.10.20
13133,돌할매,정말신기해요 소원이루어질것 같아용,0,2013.07.18
13133,돌할매,너무 잘들려...ㅠ 옆에 돌할배까지도 너무 잘들려..,0,2013.05.27
13133,돌할매,소원 빌러 한번 가요...,0,2013.04.07
13133,돌할매,신비함,5,2017.10.25
13136,동국대학교 박물관,조금 아쉬워요,2,2018.09.06
13137,동궁유스호스텔,프리드로우 143화 나온 곳,5,2020.07.26
13137,동궁유스호스텔,"냉좡고에숴 곰퐝이가 나와서 말했둬니 물티수로 닦으띾곴 했어오. 어뚼친구는 화좡실문이 고좡나서 갇혔엇요. 글이고 물에서 이솽한 냄시가 나고용. 밥도 반찬돌려막기 쩔구요,..... 맛없ㄱ지만 맛있을때도 있숴요. ",1,2019.10.20
13139,동남풍,고기도 너무맛있었고 무엇보다 된장찌개는 꼭 주문하세요! 사장님도 친절하시고 강추에요ㅎㅎ,5,2020.08.22
13139,동남풍,로컬이 추천해줘서 간 식당인데 구시가지에 있어서 금요일 저녁시간에 동네가 너무 한산함 에비앙물 나오고 숮보고 감탄 이집은 괜찮겠다 싶었는데 고기집인데 믿반찬 한정식집같이 나옴 로컬이 된장찌개는 꼭 먹어보락느해서 시켰는데 역쉬는 역쉬 물냉면도 여느 냉면전문점보다 맛있어여요,5,2020.01.04
13139,동남풍,시골에 일 하러 왔다가..어머님 모시고 점심 먹으러..동남품. 갈비살 고기 좋고.. 나오느 반찬..깔끔..맛있네요.. 육회 한접시 추가에 공기밥+된장국..굿.. 정말 좋은데  진짜 좋은건..친절+밝음...기분좋게 식사하고 갑니다..,5,2019.06.06
13139,동남풍,최고예요,5,2018.09.02
13139,동남풍,깔끔하고 맛있었어요 갈비살만있어서 좀글치만,4,2016.08.03
13139,동남풍,음식이 깔끔하게 나옴,0,2013.05.10
13139,동남풍,아이폰이라 한번에 하나씩 올리기 힘드네 마지막으로 와인 ㅋㅋ 한우먹으로 함가보세요,5,2010.04.09
13139,동남풍,먹자먹자,5,2010.04.09
13139,동남풍,고기 마블링 인증샷 오오~~~~빨리찍고 머거야지 ,5,2010.04.09
13139,동남풍,처음으로 10점 주네요 고기 환상 입니다 밑반찬도 최고 진짜 강추예요 ,5,2010.04.09
13140,동락공원,좋아요,4,2016.05.10
13140,동락공원,동락공원,0,2014.12.07
13140,동락공원,자전거 타던 때가 그립다~~,0,2014.01.17
13140,동락공원,시원한 강변을 따라 자전거 타기~!,0,2013.11.12
13140,동락공원,,0,2013.09.25
13140,동락공원,자전거 한사바리타고 짱깨굿,0,2013.08.23
13140,동락공원,동락공원나들이쫭쫭,0,2013.08.14
13140,동락공원,ㅇㅇ,0,2013.08.08
13140,동락공원,가끔가면조치 벌래는덤이고 ^^♥,0,2013.08.06
13140,동락공원,함께하자,0,2013.08.06
13140,동락공원,좋아요,0,2013.06.22
13140,동락공원,가족과 공원을산잭하며 좋은장소.,0,2013.05.29
13140,동락공원,,0,2013.05.05
13140,동락공원,풍차야경,0,2013.04.19
13140,동락공원,계절별 테마별 다른 이야기를 간직한공원,0,2013.04.17
13140,동락공원,애견산책으론 딱좋아♥ㅋㅋ,0,2013.04.11
13140,동락공원,같이갈사람이없어,0,2013.04.09
13140,동락공원,덩실덩실~ ^ ^,0,2013.04.05
13140,동락공원,지금 벚꽃이 만개~,0,2013.04.05
13140,동락공원,벚꽃.개나리.어린아이들이 잔뜩있음ㅋ,0,2013.04.02
13140,동락공원,솔직히 동락공원에는 볼거리도 별로 없고 시간낭비다. 그리고 지역공동체일자리사업 알찬 성과 사진을 봤는데 뭐가 그렇게 대단한 일자리라고 기사에 사진까지......사람들 표정들도 가관이다,1,2016.07.28
13140,동락공원,나는 별로더라......,1,2016.05.24
13140,동락공원,애견산책으론 딱좋아♥ㅋㅋ,0,2013.04.11
13140,동락공원,같이갈사람이없어,0,2013.04.09
13140,동락공원,덩실덩실~ ^ ^,0,2013.04.05
13140,동락공원,지금 벚꽃이 만개~,0,2013.04.05
13140,동락공원,벚꽃.개나리.어린아이들이 잔뜩있음ㅋ,0,2013.04.02
13144,동산계곡,최고예요,5,2020.08.16
13144,동산계곡,시원해요,5,2020.07.11
13144,동산계곡,최고예요,5,2019.01.11
13144,동산계곡,좋아요,4,2016.04.12
13144,동산계곡,동산계곡,0,2013.07.14
13144,동산계곡,돗자리깔고 잠깐쉴수도있는데 무조건사유지라고하면서 자리값받음 물도차지않고 뭐 다시는가고싶지않음,1,2018.08.01
13144,동산계곡,생각보다 좀 작았던 계곡. 하지만 접근성 좋고 가족단위로 잠깐 바람쐬기 좋은듯.,3,2012.08.13
13147,동악골금재가든,저는 평일 저녁에 안바쁠때 가서 그런가 여사장님?? 친절하셨어요 닭볶음탕 맛집!  화장실 더러워서 못가...서리 별하나 뺍니다,4,2020.10.19
13147,동악골금재가든,"앞접시를 받았는데 그릇이 금이가서 틈새로 양념이 배어있길래 바꿔달라고 했더니 양념이 묻어 있는게 아니고 그릇에 금이가서 배어있는거라던 아주머니... 무슨 말인건가 싶어 ""네?"" 라고 되물었더니 ""아, 바꿔드릴게요"" 하고 바꿔주시더라구요. 그런 그릇은 애초에 쓰면 안되는거 아닌가요.  그래도 친구들이랑 오랜만에 만나서 기분좋게 먹고 있는데 바빠서 정신없는건 ...",1,2020.10.19
13147,동악골금재가든,내가 먹은 안동 음식점 중에 젤 맛집~^^ 약간의 웨이팅이 있었지만 음식 주문하고 거의 바로 나옴 다만 너무 바빠서 인지 복도에서 쿵쾅거리면서 뛰시고 소리 지르면서 주문 오더 내린구 전달 약간 먹다가 놀랬네요ヲヲヲ 그래도 재방문 있어요 (안동댐 개방해서 오는길에 약간 차량막혔어요~),4,2020.08.09
13147,동악골금재가든,ㅡ,4,2020.06.26
13147,동악골금재가든,"1점도 아까워요^^ 그런데 궁금해서 다녀온 내 시간이 아까워서 이렇게 리뷰라도 남김~ 2번 다시 방문 의사 없는 곳.  가격, 서비스, 맛, 위치 그 어느 장점도 없는 집입니다. ¡¡¡¡전형적인 블로그, SNS 홍보 덕 잘 본 음식점!!!",1,2020.06.13
13147,동악골금재가든,나이있는 남자분 직원인지 사장인지 손님한테 반말 찍찍하고 서비스 예절 기본이 하나도 없음.,1,2020.05.13
13147,동악골금재가든,매운탕도 맛있지만 닭도리탕이 정말맛있는집입니다. 오늘 밥 2공기먹고왔어요ㅎㅎ,5,2020.04.03
13147,동악골금재가든,여기 몇년전 주인 바뀌고 안갑니다,2,2019.10.10
