tour_id,title,comments,ratings,date
8426,도피안사,좋아요,4,2020.10.22
8426,도피안사,별로예요,1,2020.10.18
8426,도피안사,좋아요,4,2017.04.24
8428,돈대감숯불화로구이,맛도있는데 넘나 친절하기까지,5,2020.03.12
8428,돈대감숯불화로구이,넉넉한 인심~♡ 맛있는 숯불구이~♡ 쵝오~~!,5,2019.07.10
8428,돈대감숯불화로구이,깨끗한 실내에 한번~ 맛있는 숯불구이에 또 한번~ 문혜리 맛집~인증,5,2019.07.09
8429,돌박사 나주점,황태 떡국 좋아요 ,5,2020.10.30
8429,돌박사 나주점,좋아요,4,2020.08.13
8429,돌박사 나주점,구수해요. ,4,2020.07.23
8429,돌박사 나주점,최고예요,5,2018.12.09
8429,돌박사 나주점,최고예요,5,2018.07.25
8429,돌박사 나주점,고향집에 온 느낌!,5,2018.05.27
8429,돌박사 나주점,좋아요,4,2017.02.01
8429,돌박사 나주점,좋아요,4,2016.12.25
8432,탑스텐리조트 동강시스타,엄청 깔끔한건 아니지만 이정도 컨디션에 뷰도 좋고 ^^ 가족끼리 놀러오기 좋은 것 같아요,4,2020.10.27
8432,탑스텐리조트 동강시스타,바로옆이 동강. 시설이 가성비있음,5,2020.08.22
8432,탑스텐리조트 동강시스타,가족끼리 가기 좋은 곳,4,2020.08.19
8432,탑스텐리조트 동강시스타,좋아요,4,2020.07.27
8432,탑스텐리조트 동강시스타,"자연속 유럽파안스타일~ 가족나들이로 다녀온 청정 영월과  자연풍광이 너무 멋져요~^^  탑스텐동강시스타 (바비큐가든,  삼각산 돌뫼공원)  선돌  청령포  ",5,2020.06.25
8432,탑스텐리조트 동강시스타,쵝오!! 다시 가고싶은곳!,5,2020.06.25
8432,탑스텐리조트 동강시스타,아침에 눈떴을때 물흐르는 소리와 새소리가 너무 청량해서 오랜만에 아~제대로 쉬러 왔구나 하는 생각이 드는 여행이었어요~~~ 아마도 조만간에 또 올것 같습니다.,5,2020.06.22
8432,탑스텐리조트 동강시스타,풍경 좋고 룸컨디션도 생각보다 괜찮았어요ㅎㅎ,4,2020.06.22
8432,탑스텐리조트 동강시스타,"들어오는 길목부터 리조트를 보는 순간 마음이 따뜻해지고, 포근해지는 곳이네요 주변경관이 너무 예뻐 찍는 사진마다 인생샷이예요~지난 겨울에도 방문했는데, 방에서 바라보는 강물이 반짝거려 넘 예뻐서 재방문 했는데,  역시나 기대를 저버리지 않네요 백설공주에 나오는 난장이들이 사는 마을이 여기가 아닐까 상상해 봅니다~",5,2020.06.17
8432,탑스텐리조트 동강시스타,풍경이 너무 아름다워서 커피맛이 더 좋은것 같습니다~ 직원들도 너무 친절해서 매년 오고 싶은 휴양지가 될것 같습니다.,5,2020.06.17
8432,탑스텐리조트 동강시스타,너무 풍경이 좋은 리조트 입니다,5,2020.06.17
8432,탑스텐리조트 동강시스타,"아름다운 자연환경, 맑은공기! 정말 편하게 쉬다가 왔습니다. 특히 멋진 풍경과 분위기있는 조명이 더해진 야외바베큐장은 최고!!! 별 5개 드립니다.",5,2020.06.17
8432,탑스텐리조트 동강시스타,그 주변의 경관이나 위치등은 쉬기에 좋은데 너무 오래되었고 그것보다 관리가 안되는게 심각합니다. 침구도 뭐가 묻어있고 환풍기는 몇년은 안닦은듯 기름이 환풍기에 묻어 곧 떨어질 태세입니다. 전자렌지가 없어 편의점에서 준비해서 이동했습니다. 영월에 좋은 숙소가 있다면 쉬고 볼만한게 꽤 있는데 아쉽습니다.  좀 더 돈을 내더라도 리모델링을 한 뒤에 가렵니다. ,2,2020.01.01
8432,탑스텐리조트 동강시스타,경관도 너무 좋고 산책로도 잘 되어있고 직원들도 친절하고 좋습니다. 다만 주차장 안에 왠 놀이기구들 설치해서 자연경관 다 헤치고 트로트 나오고 난리도 아니네요 ㅠㅠ 자연속 멋진 경관속에서 힐링여행은 저리꺼져입니다...  애견동반 숙객시 애견운동장은 없어진 상태이고 1층 에 배정해줘서 사람들 왔다갓다 소리가 너무 나서 예민해질수밖에 없었어요. 좋기도 햇지만 ...,2,2019.10.20
8432,탑스텐리조트 동강시스타,별한개도 아깝습니다 우리 애들 어릴때는 그나마 괜찮았는데 관리 업체 바뀌고 수영장 리모델링 한다고 해서 기대했는데 완전 별로입니다 객실 최악:  습하고 난방 안되고 거미줄과 거미 등등  수영장: 직원들 고객 대응 최악 수영장 관리 최악 오랜만에 온 동강에서 1박하고 바로 속초롯데리조트(비용 동일) 가서 동강에서 받은 스트레스 제대로 풀고 왔네요 마지막 동강...,1,2019.09.15
8432,탑스텐리조트 동강시스타,좋아요,4,2019.09.15
